income,credit_score,loan_amount,employment_length_years,loan_status
26945.93,708,25000,13,1
51321.8,556,10000,12,1
14689.18,511,5000,30,0
40578.04,518,5000,4,1
47650.76,710,25000,18,1
101153.85,664,25000,7,1
22868.34,728,20000,12,1
16864.88,717,25000,16,1
21220.93,608,10000,31,0
16285.96,643,20000,4,1
80982.99,599,20000,8,1
91966.86,629,20000,33,0
44008.14,553,5000,0,1
75567.15,689,5000,39,0
39354.87,758,20000,14,1
34301.11,568,10000,31,0
29737.89,778,15000,33,1
30144.73,661,20000,34,1
14347.33,674,25000,27,1
42555.01,480,15000,16,0
35447.2,469,5000,10,1
56795.73,664,5000,22,0
38411.57,729,15000,25,0
32937.85,583,25000,4,1
21531.76,817,5000,25,0
37922.2,723,5000,5,0
56553.5,559,20000,33,0
18287.93,653,10000,12,1
38272.4,850,25000,24,1
41765.49,526,20000,1,1
23603.76,703,10000,13,0
25521.75,618,5000,16,0
41704.59,721,10000,39,0
18397.08,777,5000,39,0
44799.59,611,20000,38,1
21221.87,762,5000,24,0
68714.27,850,10000,26,1
147664.29,657,20000,23,0
21667.01,728,10000,32,1
50037.34,591,10000,26,0
23481.19,652,15000,30,1
67817.29,632,5000,37,0
16997.9,730,5000,14,1
48453.12,770,10000,39,0
21508.57,639,5000,0,1
32074.26,803,25000,10,1
19562.8,803,5000,14,1
59480.89,735,20000,32,0
21978.32,598,5000,31,0
50573.28,589,25000,24,1
29541.2,569,10000,38,0
33904.96,745,5000,32,0
39682.02,529,20000,28,1
22992.08,718,25000,33,1
41201.1,542,15000,7,1
90962.33,732,10000,10,0
22768.72,652,10000,12,1
73356.48,783,10000,4,1
89219.83,764,25000,18,1
22254.67,794,5000,20,1
15168.36,796,5000,2,1
43528.73,664,5000,25,0
26148.72,534,5000,32,0
111431.12,545,10000,29,0
37081.91,441,15000,21,0
22441.8,542,10000,4,1
18246.06,657,15000,18,1
69838.66,594,15000,8,0
25778.33,632,5000,23,0
37283.17,699,20000,38,1
64439.47,620,25000,11,1
27158.49,538,20000,26,1
35328.41,645,15000,20,0
35956.28,560,20000,37,0
54720.56,623,15000,34,0
51763.81,784,10000,31,0
31822.59,623,10000,35,1
37729.19,827,5000,32,0
29054.61,793,25000,16,1
14964.45,592,10000,4,1
42385.45,539,25000,19,1
113019.43,645,5000,22,1
21370.54,765,25000,38,1
22838.02,601,10000,3,0
21537.77,741,10000,25,1
56092.37,771,20000,29,1
47528.81,573,20000,28,1
33020.29,582,20000,33,1
20935.23,721,25000,9,1
38385.15,665,10000,19,0
14203.26,581,5000,23,1
,615,15000,33,0
61261.98,643,10000,36,0
17141.89,494,20000,12,1
14479.5,727,20000,22,1
93682.13,602,25000,9,0
25158.33,372,20000,21,1
71794.9,648,25000,13,0
33110.36,576,5000,24,0
32952.65,819,20000,17,0
47242.43,591,25000,19,1
21366.95,540,20000,27,1
39320.38,701,25000,7,1
28885.83,584,10000,4,1
16443.8,572,25000,20,1
44466.41,701,15000,19,1
31008.46,546,5000,15,0
33050.27,504,10000,19,0
17569.21,823,5000,24,1
94356.95,708,10000,6,1
61453.04,624,20000,24,0
64763.25,650,25000,35,0
30234.33,701,20000,9,1
12867.89,747,5000,39,0
117213.28,574,5000,15,0
35008.34,687,10000,3,1
23172.47,599,5000,9,1
46633.8,631,25000,30,1
73150.37,666,5000,11,0
35816.7,649,20000,19,0
78209.4,724,25000,31,0
69549.91,699,5000,1,0
19037.6,499,15000,10,1
24239.19,514,15000,19,1
64506.57,613,20000,22,1
7132.61,833,10000,12,1
33200.71,565,10000,34,0
15390.43,629,5000,16,0
27284.33,596,25000,9,1
30354.74,595,10000,39,1
29291.52,668,15000,37,1
26072.68,790,10000,13,1
18801.91,696,15000,18,1
143651.68,570,10000,31,0
111354.85,850,20000,32,0
18083.6,658,25000,24,1
93832.83,592,5000,24,0
28575.95,791,15000,13,1
39242.38,603,10000,37,0
34962.65,816,5000,35,0
24444.26,563,15000,23,1
65533.15,793,15000,38,0
39164.73,670,20000,38,0
27284.37,779,10000,12,1
16601.47,840,5000,1,1
21244.28,537,10000,33,1
13563.97,778,10000,14,1
36582.82,509,25000,1,1
17712.05,545,15000,24,1
30966.58,570,15000,4,1
82624.47,700,25000,33,0
74576.43,653,25000,38,0
35618.98,633,10000,4,0
34466.71,665,15000,7,1
112187.26,709,5000,13,0
49635.11,717,20000,28,1
29831.38,759,25000,29,0
15434.94,832,5000,36,1
45996.65,648,5000,3,0
59730.27,598,10000,34,0
24859.84,711,25000,6,1
43248.67,536,5000,25,0
29198.02,582,20000,31,1
32519.02,750,5000,32,0
8162.51,638,20000,23,1
31790.77,529,20000,0,1
64966.15,501,20000,28,1
24863.56,655,25000,37,1
37478.24,764,20000,37,0
23073.26,763,25000,20,1
45083.2,661,5000,22,0
31891.22,850,20000,4,0
20670.34,640,15000,29,1
80783.73,636,5000,39,0
63408.88,393,15000,17,1
25261.98,605,15000,5,1
48955.79,735,10000,4,0
50133.62,806,25000,17,1
53390.11,567,10000,12,1
13140.4,696,25000,19,1
66433.98,755,10000,37,0
25801.31,651,5000,20,0
29298.84,422,15000,3,1
176791.98,675,5000,12,0
43526.45,726,25000,17,1
28802.18,555,15000,12,1
9670.38,625,15000,12,1
83604.99,534,25000,38,1
16201.74,393,5000,36,1
19889.29,753,15000,34,1
29767.98,650,5000,37,0
84952.46,810,5000,39,1
57753.77,736,5000,26,1
33034.16,615,15000,25,0
43694.4,642,20000,11,1
25330.6,707,10000,1,1
39489.58,747,25000,19,1
37949.14,682,5000,34,1
64942.79,761,15000,9,0
64880.79,620,25000,7,0
48843.98,550,20000,39,0
29219.5,644,20000,35,1
56675.28,671,15000,30,1
34365.86,530,5000,14,1
18974.5,516,20000,17,1
28510.49,695,20000,14,1
38204.79,609,20000,18,1
62700.8,633,15000,23,0
32528.86,614,25000,34,1
17579.36,802,10000,1,1
37573.15,776,15000,12,0
38873.72,526,5000,8,1
40599.16,597,15000,34,0
63065.11,735,15000,1,0
66926.75,710,10000,15,1
25424.63,646,10000,35,0
25092.24,536,10000,1,1
19455.42,582,25000,15,1
55231.54,598,15000,7,0
86620.52,678,5000,0,1
30060.01,820,10000,17,1
31418.17,581,10000,25,1
87559.12,547,15000,4,1
49184.54,639,5000,20,1
47180.76,753,10000,34,0
17773.26,505,15000,39,1
54569.85,795,20000,27,0
20796.05,633,25000,25,1
18390.47,577,15000,31,1
29493.85,490,10000,20,1
25553.37,721,5000,3,1
31794.23,633,20000,35,0
15296.98,667,5000,23,1
64556.09,560,5000,32,0
71439.9,618,5000,4,0
11289.12,601,15000,2,1
65321.38,640,15000,10,0
22329.92,583,25000,31,1
60729.53,497,20000,21,1
34854.31,850,5000,10,0
36947.95,514,10000,37,0
,668,5000,21,0
75152.72,473,20000,3,1
17261.73,450,5000,38,1
52297.52,660,15000,2,0
70319.06,667,15000,9,0
55815.34,776,20000,36,0
146505.66,690,25000,18,0
26439.96,635,5000,17,0
64497.57,555,20000,27,0
34075.9,800,10000,30,0
76118.27,743,10000,16,0
36148.35,525,25000,23,1
28775.35,654,15000,0,1
79510.42,664,20000,4,0
27039.74,615,5000,31,0
15558.53,727,20000,16,1
26632.61,733,25000,20,1
52649.91,631,20000,21,1
83719.17,622,25000,38,0
38819.49,800,25000,38,0
80090.96,743,25000,33,1
16076.2,657,20000,13,1
27834.79,487,10000,15,1
30541.9,684,5000,4,0
33903.19,720,25000,17,1
38194.88,375,15000,3,1
54970.2,675,25000,27,0
27809.03,608,20000,26,1
39474.78,628,25000,5,1
35345.5,559,15000,10,1
20836.59,635,10000,20,1
33921.35,789,20000,16,1
33316.37,605,20000,30,1
32890.91,747,20000,33,1
37014.15,569,15000,12,1
38002.38,726,20000,22,0
28018.57,650,10000,0,0
77934.88,685,5000,3,0
18003.32,651,5000,29,0
23562.65,714,25000,30,1
192524.4,393,5000,15,0
19481.2,508,15000,2,1
16118.89,692,5000,11,0
56426.04,446,15000,11,1
10443.43,597,15000,10,1
31534.44,645,25000,15,1
131596.4,567,5000,28,0
14372.02,581,25000,20,1
11057.03,677,20000,4,1
14772.04,751,10000,12,1
62256.35,554,5000,16,1
71315.29,592,20000,11,1
26700.74,577,20000,16,1
54716.88,408,25000,0,1
83629.63,664,25000,7,1
106128.71,743,10000,15,0
31325.85,752,10000,14,1
9128.14,563,10000,18,1
22191.68,525,10000,24,1
28111.04,652,25000,30,1
31089.85,733,15000,1,1
32444.44,665,25000,24,1
71064.04,679,15000,30,0
78015.05,764,25000,3,1
32761.06,576,25000,3,1
70199.11,628,10000,11,1
45008.06,813,15000,16,0
37748.6,630,20000,20,1
62562.82,523,20000,28,0
37924.45,583,20000,21,0
124827.33,556,10000,35,0
15320.6,686,20000,39,1
26659.41,560,25000,15,1
33660.78,677,10000,14,0
47271.91,576,20000,29,0
77712.88,438,10000,10,1
35787.75,681,25000,12,1
15470.07,665,10000,22,0
60204.86,702,20000,39,0
57123.75,583,10000,33,0
11326.32,572,5000,19,0
36232.71,690,20000,1,1
13987.44,802,25000,7,1
24372.47,651,15000,17,1
21127.16,692,10000,6,1
59015.7,618,10000,30,0
38952.49,496,20000,21,1
16791.79,747,20000,27,1
61576.75,741,5000,24,0
15362.99,721,25000,0,1
44270.25,632,10000,31,0
22283.32,710,10000,24,1
29161.18,739,15000,15,1
49146.58,812,10000,28,0
49655.76,749,10000,23,0
80998.14,656,5000,16,0
34566.76,519,15000,5,1
43646.16,666,10000,13,0
27927.23,676,10000,25,0
40505.54,721,25000,27,0
47272.86,785,10000,35,0
34235.35,640,5000,30,1
12304.86,850,10000,26,0
44306.32,474,10000,1,1
45194.78,692,20000,18,1
24146.53,570,10000,27,0
16803.93,459,15000,20,1
88038.32,630,20000,14,0
48769.84,504,15000,33,0
31651.83,634,15000,39,0
18357.26,653,5000,2,1
22179.22,762,10000,0,1
79344.49,499,15000,23,0
39442.42,741,10000,26,0
26098.88,660,10000,8,1
49306.62,753,5000,23,0
22278.14,607,5000,16,0
89366.92,517,15000,27,0
81771.19,528,15000,38,0
27448.19,521,20000,3,1
24904.35,698,10000,28,0
7548.62,798,10000,27,1
14928.86,594,5000,36,1
16257.64,713,5000,28,1
39383.97,498,15000,28,0
29859.54,668,20000,4,1
16200.52,717,20000,10,1
30678.02,505,5000,1,1
49178.03,630,5000,3,0
49846.5,722,20000,9,0
11616.69,357,20000,38,1
33625.56,784,15000,7,1
15835.28,685,20000,22,1
62382.32,722,10000,26,0
58132.95,609,20000,22,0
21187.86,478,25000,33,1
22933.93,703,20000,34,1
27535.73,642,5000,16,0
9398.67,653,5000,9,1
44426.03,759,25000,1,1
30831.53,726,10000,16,0
64997.56,842,20000,30,0
18787.64,665,20000,15,1
25047.42,581,25000,23,0
14707.09,631,15000,6,1
19879.13,692,15000,18,1
17868.79,752,10000,15,1
66011.5,503,20000,32,0
23885.88,651,20000,35,1
39124.55,811,20000,9,0
28898.41,626,5000,14,0
16955.05,743,15000,2,1
32827.43,699,25000,1,1
52024.08,746,5000,34,0
17594.55,569,5000,26,0
59010.32,569,15000,4,0
-50000.0,652,20000,14,1
27179.26,497,10000,35,1
49931.63,623,25000,32,1
24390.24,675,15000,0,1
37143.53,828,10000,11,0
30067.06,690,15000,8,1
39246.63,713,15000,19,1
8704.16,766,15000,29,1
12114.89,554,15000,13,1
52553.14,633,20000,22,1
67663.95,850,5000,28,0
21030.06,642,15000,34,0
31369.24,762,10000,26,0
43340.01,746,10000,26,1
55046.33,502,10000,29,1
10757.88,681,5000,2,1
21340.8,665,5000,11,0
29746.07,683,10000,30,0
55375.03,575,20000,36,0
162601.6,538,5000,26,0
31672.26,602,5000,23,1
15612.29,640,20000,39,1
46228.92,768,15000,10,0
,832,5000,26,0
38746.99,790,10000,8,0
21078.54,736,10000,15,1
64524.25,550,20000,13,0
54075.01,609,10000,29,0
19620.92,671,25000,23,1
45654.4,587,10000,12,0
66062.68,708,20000,32,1
73801.48,722,20000,8,1
34896.11,704,20000,25,1
29294.42,753,25000,12,1
75838.72,560,5000,20,1
17569.22,743,15000,28,1
47247.15,580,10000,27,1
15962.28,556,5000,23,1
68818.35,703,20000,12,1
31106.52,772,5000,19,0
77741.92,699,5000,38,0
48768.88,652,25000,6,0
17432.09,681,20000,14,1
85372.27,664,20000,24,0
92110.77,537,10000,34,0
61658.84,526,10000,12,0
22995.35,642,10000,7,1
30224.0,658,10000,20,0
39626.62,651,5000,5,0
23807.92,718,5000,9,1
100248.56,628,10000,20,1
39600.45,706,10000,13,1
7172.37,636,10000,32,1
44516.42,832,15000,24,0
29469.34,658,10000,18,0
34719.06,850,15000,8,1
29109.75,685,10000,36,1
58937.21,629,20000,35,0
71097.87,560,25000,35,1
43037.71,506,5000,14,0
29626.17,551,20000,4,1
35425.87,562,25000,16,1
36745.09,689,15000,29,0
22438.69,597,5000,6,1
51398.14,669,15000,5,1
47859.52,778,15000,14,1
91515.6,641,5000,9,0
77127.09,850,25000,5,1
24066.96,532,5000,12,1
59407.69,635,10000,13,1
20525.6,596,15000,0,1
55136.06,744,10000,32,0
26636.33,426,5000,18,1
19654.23,506,5000,8,1
42960.11,639,25000,36,1
7297.3,805,15000,11,1
12700.73,673,20000,4,1
32646.89,515,5000,5,1
38157.02,530,20000,10,1
29097.53,817,15000,37,0
14077.57,588,10000,9,1
22231.49,556,15000,14,1
45923.19,798,25000,38,0
51486.2,751,20000,27,1
35963.73,777,20000,2,1
72700.26,555,10000,15,1
46094.01,497,10000,16,0
23191.16,663,5000,35,0
30690.2,684,15000,18,0
15650.85,686,25000,3,1
34034.04,798,5000,24,0
70774.95,477,15000,26,1
54785.13,736,10000,11,1
84221.51,540,25000,26,1
30280.79,736,10000,3,1
81443.1,603,10000,23,1
32338.62,569,20000,16,1
87811.79,589,15000,25,1
35842.37,505,5000,17,1
55511.13,654,20000,21,0
87997.83,573,15000,5,0
32336.23,729,15000,18,1
41399.89,714,15000,36,0
78693.67,819,25000,33,1
33530.08,687,20000,10,1
16439.87,702,5000,23,1
131374.1,790,20000,36,1
27395.7,587,10000,22,0
39944.79,501,15000,39,1
72664.19,670,10000,3,1
25207.67,508,20000,17,1
19836.51,850,5000,29,1
42287.31,796,10000,14,0
12383.92,850,10000,36,1
30554.17,656,25000,22,1
42067.18,705,20000,11,1
30885.09,604,10000,3,0
14384.83,738,20000,3,1
94514.33,528,5000,13,1
38643.08,396,10000,7,1
85707.13,571,5000,22,1
31069.39,504,10000,0,1
21418.13,798,15000,10,1
42680.98,832,25000,26,0
31905.31,510,25000,3,1
17914.1,779,25000,28,1
87716.96,745,5000,16,1
25000.17,493,20000,18,1
12038.2,611,25000,23,1
80571.45,592,10000,31,1
26833.9,725,10000,30,0
25217.81,527,15000,15,1
12591.38,640,5000,31,1
103214.53,581,10000,33,0
16752.65,697,10000,34,1
37611.67,628,15000,36,0
62791.32,596,15000,15,0
46771.54,629,20000,20,1
35038.66,850,20000,12,1
13082.1,608,20000,17,1
22340.69,546,10000,1,1
40647.0,708,15000,32,0
22645.03,636,5000,17,0
41028.23,508,20000,27,1
54668.67,850,25000,36,1
64699.05,615,10000,34,0
17401.16,612,5000,36,0
135670.93,666,10000,11,0
57554.5,823,20000,39,1
36278.17,482,10000,7,1
69823.22,678,20000,24,0
150128.17,850,10000,6,0
15317.76,663,20000,1,1
31724.43,526,15000,32,0
8716.22,588,15000,32,1
40765.48,671,15000,39,0
,783,15000,22,0
35472.13,616,15000,4,1
24520.87,733,25000,13,1
10617.84,506,10000,7,1
45438.73,506,15000,19,1
86964.97,602,25000,17,0
25473.37,794,25000,22,0
47289.14,657,10000,28,0
14173.27,679,10000,6,1
47778.35,678,20000,23,0
28680.44,761,20000,24,1
22983.9,589,15000,13,1
23012.25,719,5000,37,0
28676.49,567,20000,2,1
45682.02,848,5000,13,0
16526.2,570,20000,2,1
28616.27,562,25000,8,1
35423.01,705,25000,6,1
18780.54,658,25000,25,1
,683,5000,6,0
21761.61,673,15000,6,1
24302.58,541,20000,35,1
20191.46,811,20000,12,1
106840.04,739,5000,2,1
50601.84,786,25000,19,0
20703.23,597,15000,8,1
70526.16,692,20000,21,0
40962.78,670,15000,32,0
42376.62,763,15000,22,0
29534.48,766,10000,22,1
23163.9,669,15000,37,1
44473.98,498,10000,25,1
26185.15,828,5000,31,0
108018.02,706,25000,27,0
16956.82,589,10000,29,0
91280.65,691,15000,39,0
33969.17,499,25000,16,1
43453.71,756,15000,17,0
59867.83,503,15000,24,0
24880.77,628,10000,3,1
60995.11,674,5000,25,0
7154.33,754,15000,30,1
23576.51,661,10000,11,1
20859.45,713,15000,17,1
17118.18,647,25000,9,1
31921.25,647,5000,35,0
45773.01,659,15000,1,1
55359.08,631,5000,24,0
41962.27,481,5000,8,0
24357.23,573,25000,31,1
45315.75,674,25000,4,1
39127.13,625,20000,2,1
63680.5,634,5000,16,0
57882.02,618,15000,12,1
36985.67,564,25000,2,1
21197.7,601,15000,27,1
24544.18,619,5000,3,1
26111.38,651,25000,17,1
30056.68,689,20000,34,1
42652.03,632,5000,13,0
55776.32,547,15000,15,1
35218.57,510,20000,11,0
36668.56,850,5000,10,0
39576.22,537,25000,1,1
26647.67,598,5000,32,0
20842.82,702,10000,12,1
12666.77,686,15000,29,1
23930.53,702,25000,25,1
48237.27,606,25000,17,1
23819.34,674,10000,12,1
31486.55,656,20000,3,1
48043.34,619,25000,32,0
49633.12,675,20000,14,1
19001.63,756,20000,16,1
66054.51,648,20000,5,1
71425.49,648,5000,4,0
18436.54,757,10000,32,0
22152.33,746,15000,15,1
74210.02,808,10000,23,0
33252.59,474,25000,4,0
9586.71,741,10000,2,1
15680.78,710,15000,34,1
31268.87,561,5000,26,1
18073.0,675,25000,11,1
28337.63,755,5000,24,0
37028.3,567,25000,16,1
87321.57,694,15000,19,0
30507.49,737,5000,27,0
69114.86,543,15000,34,0
85584.21,636,15000,14,0
85869.66,680,10000,32,0
43081.66,570,25000,2,1
11181.62,562,20000,6,1
47882.0,636,20000,9,1
68120.94,730,5000,25,0
34591.38,714,15000,39,0
103440.34,564,10000,5,0
60833.76,715,25000,32,0
51070.59,566,5000,15,0
69691.14,489,15000,23,0
44356.83,613,20000,29,1
8138.11,762,20000,9,1
26917.09,716,25000,10,1
74481.11,650,25000,21,1
22369.31,608,25000,2,0
31758.53,611,5000,37,0
19401.36,661,25000,39,1
105910.91,543,5000,22,1
99597.81,615,10000,18,0
21368.62,628,15000,39,0
39671.12,515,20000,12,1
24141.88,566,5000,35,1
52520.92,691,15000,2,1
49306.43,651,25000,21,0
59102.19,619,20000,24,1
44318.22,559,5000,19,0
211344.28,808,25000,27,1
19599.23,566,15000,2,1
13012.14,675,10000,21,1
28685.47,601,15000,36,0
14174.6,654,5000,37,0
14831.71,696,10000,17,1
19914.66,513,10000,19,0
20882.92,649,25000,4,1
20480.51,769,15000,8,1
49559.61,826,5000,28,0
26803.47,637,10000,16,0
32607.29,654,25000,11,1
62102.38,850,10000,25,0
22930.12,763,15000,32,1
30985.43,588,20000,32,1
45227.29,588,5000,35,0
11328.3,746,20000,28,1
8682.43,549,15000,21,1
44697.39,759,20000,17,1
48786.48,683,15000,16,1
125308.26,702,15000,23,0
39928.95,624,25000,21,1
59387.78,587,20000,4,1
32296.57,796,10000,0,1
43405.28,625,15000,18,0
98750.73,609,20000,29,0
10153.81,642,10000,38,1
46544.76,669,5000,14,1
130790.49,547,10000,34,0
43011.4,594,20000,4,0
97767.14,588,20000,5,0
24896.26,735,10000,24,1
35623.88,561,10000,10,0
37053.38,474,15000,21,1
9599.3,453,20000,33,1
18017.4,503,15000,13,1
18804.94,786,15000,8,1
59470.74,652,5000,19,0
61285.09,700,20000,15,1
44109.12,704,15000,16,1
59543.46,656,5000,16,1
32909.29,643,15000,33,0
74694.3,754,15000,10,0
36507.5,665,20000,34,1
37598.46,790,10000,33,1
30965.98,712,10000,35,0
54757.54,588,20000,7,0
28205.74,600,10000,18,1
65242.01,577,25000,32,0
18411.13,772,10000,22,1
18781.92,609,15000,1,1
54855.41,570,15000,7,1
34436.54,682,5000,28,1
27657.86,640,20000,6,1
61947.01,679,5000,28,0
25226.32,839,15000,30,1
32205.07,741,15000,29,1
84081.07,653,5000,34,0
91444.31,509,25000,24,0
93287.27,600,10000,3,0
30660.32,721,25000,37,1
75994.92,533,25000,16,0
20550.25,850,25000,9,1
21075.33,651,25000,0,1
8863.76,655,10000,17,1
99083.77,583,20000,18,1
21625.15,700,5000,31,0
33660.5,534,25000,30,1
21032.11,850,25000,32,1
55110.7,782,5000,21,0
28987.49,748,5000,0,1
16599.2,511,20000,34,1
47334.63,671,15000,16,0
15363.69,771,20000,33,1
21972.71,709,15000,28,1
10258.55,550,10000,5,1
15454.03,585,20000,0,1
40421.52,605,10000,26,1
11173.26,590,5000,11,1
14932.76,803,20000,3,1
36263.92,458,5000,15,1
26208.42,716,25000,10,1
119997.0,521,5000,19,0
109134.67,554,25000,25,0
21574.05,449,15000,27,1
50730.5,595,25000,7,1
56929.53,801,15000,1,0
25374.82,676,25000,39,1
14804.33,530,25000,25,1
36048.51,752,10000,26,1
32738.03,773,10000,32,1
27960.31,660,5000,6,1
47353.22,850,10000,35,0
23145.65,732,15000,20,1
18193.17,718,10000,33,0
38771.85,570,5000,22,0
45779.06,713,20000,33,1
17926.1,672,15000,39,1
63376.88,702,20000,6,0
12552.95,582,15000,25,1
25671.38,663,5000,39,0
31107.21,568,10000,16,0
24791.74,435,20000,30,1
25873.22,750,20000,38,0
111596.47,500,10000,24,0
21795.73,661,5000,36,1
157114.96,683,10000,14,0
47205.99,683,25000,1,1
38377.75,622,25000,10,1
48326.93,677,25000,31,0
165703.72,697,20000,29,0
20007.13,723,20000,16,1
18541.18,823,5000,23,0
23088.28,673,15000,3,1
37022.68,656,10000,31,0
12894.26,559,15000,18,1
36805.54,694,20000,2,1
100320.79,717,10000,3,1
39769.06,631,20000,24,1
30466.67,704,5000,8,1
25061.89,621,10000,20,1
62262.03,717,20000,22,1
22125.82,741,25000,28,1
109956.22,740,25000,29,1
115845.87,662,20000,24,0
42363.84,546,15000,28,1
36065.46,589,5000,33,1
67399.7,710,5000,13,0
70044.01,850,20000,21,0
22390.79,616,5000,15,0
26477.93,696,10000,10,0
16425.52,594,5000,13,0
46417.83,553,25000,6,0
54175.1,582,20000,4,1
16155.97,442,10000,39,1
27636.17,785,5000,28,0
16181.88,427,25000,16,1
21178.04,624,15000,29,1
50544.54,532,5000,24,0
23386.42,562,25000,13,1
30318.23,788,25000,21,1
13678.94,670,25000,4,1
40627.24,553,25000,39,1
35363.52,591,15000,27,0
23449.97,573,20000,11,1
32421.97,646,25000,35,1
40464.36,667,20000,12,1
22271.86,840,15000,20,1
14976.57,458,15000,31,1
107295.79,647,10000,20,0
24835.67,618,10000,36,1
34267.2,745,25000,37,0
66602.93,685,20000,8,1
301773.83,709,15000,36,1
,685,5000,1,1
47567.09,557,10000,2,0
23753.11,771,10000,9,1
26284.27,730,5000,34,0
23573.37,742,20000,8,1
18483.01,776,20000,39,1
35426.85,692,20000,31,1
14992.4,798,25000,20,1
64092.62,688,25000,33,1
37533.97,628,5000,24,1
46791.69,649,15000,31,1
27454.54,648,5000,36,0
29134.48,598,15000,21,0
43154.34,813,5000,24,0
18062.07,680,25000,0,1
29295.98,659,20000,35,1
21681.87,689,10000,20,1
21282.89,850,5000,15,1
10240.41,537,5000,31,1
81112.79,565,10000,20,1
24054.49,512,5000,27,0
72986.2,627,20000,18,0
68959.55,675,10000,13,0
16787.67,603,10000,22,1
18900.68,596,20000,23,1
168771.63,664,20000,19,1
103834.71,600,10000,31,0
35635.19,681,20000,39,0
42379.66,761,20000,9,1
24871.86,718,20000,0,1
47070.96,738,10000,30,0
23616.26,759,5000,36,0
10727.74,678,15000,14,1
16433.32,634,10000,39,1
36778.02,573,15000,30,0
18423.08,611,20000,27,1
34878.77,598,20000,9,1
19057.26,723,5000,5,0
22710.61,685,20000,14,1
60590.85,720,15000,26,0
42128.86,534,10000,9,0
36105.53,793,10000,20,0
61536.05,607,5000,18,0
48453.76,540,15000,3,1
86503.31,606,20000,21,0
27559.0,850,25000,37,1
28063.33,611,5000,14,0
16636.17,617,5000,5,1
28074.35,631,25000,10,1
64787.11,635,10000,29,0
79220.66,572,10000,39,0
64613.79,664,10000,23,0
12375.63,758,25000,21,1
69555.98,681,20000,29,1
12050.83,539,20000,3,1
62247.3,616,15000,5,1
29124.33,595,15000,37,1
55354.87,655,10000,25,0
16326.27,783,25000,18,1
73328.2,635,5000,1,1
15078.35,641,20000,3,1
24316.9,828,25000,4,1
19953.17,738,15000,34,1
12675.54,707,20000,28,1
38434.72,846,20000,15,1
107328.93,699,25000,11,0
179897.61,451,15000,20,0
38495.38,733,25000,8,1
70969.73,491,5000,10,1
41741.74,695,20000,7,1
48987.96,479,25000,25,1
29575.77,603,25000,31,1
40824.85,614,5000,38,1
50135.63,573,25000,3,1
25666.04,615,20000,33,0
34665.61,753,10000,27,1
35064.41,579,10000,24,0
59625.7,705,15000,34,1
19156.18,553,5000,18,1
35209.62,631,15000,34,0
114371.05,682,10000,38,0
73016.16,550,5000,28,0
81593.71,519,25000,13,1
36851.78,699,25000,20,0
44028.77,762,20000,35,1
66260.0,642,10000,37,0
92610.08,604,25000,13,0
11260.3,666,5000,39,0
16493.72,656,25000,14,1
79671.44,674,15000,29,0
30756.8,397,15000,11,0
24269.3,543,15000,4,1
17111.46,565,15000,26,1
26029.61,665,15000,14,1
15655.51,669,20000,25,1
127345.17,714,15000,8,1
35829.91,676,20000,39,0
35074.5,520,20000,39,0
51681.03,795,25000,34,0
